catchy_subject,received_server_number,subdomain,username_email_similarity,same_return_from,phish,DKIM,SPF
0,5,2,1.0,0,0,0,0
0,5,2,0.5,1,0,0,0
0,2,2,0.0,0,0,0,0
0,5,2,0.5,1,0,0,0
0,5,2,1.0,0,0,0,0
0,5,2,1.0,0,0,0,0
0,5,2,1.0,0,0,0,0
0,5,2,1.0,0,0,0,0
0,5,2,1.0,0,0,0,0
0,5,2,1.0,0,0,0,0
0,5,2,0.5,1,0,0,0
0,5,2,1.0,0,0,0,0
0,5,2,0.5,1,0,0,0
0,5,2,1.0,0,0,0,0
0,5,2,0.5,1,0,0,0
0,5,2,1.0,0,0,0,0
0,5,2,0.5,1,0,0,0
0,2,2,0.0,0,0,0,0
0,5,2,1.0,0,0,0,0
0,5,2,1.0,0,0,0,0
0,5,2,0.5,1,0,0,0
0,5,2,1.0,0,0,0,0
0,5,2,1.0,0,0,0,0
0,2,2,0.0,0,0,0,0
0,5,2,1.0,0,0,0,0
0,2,2,0.0,0,0,0,0
0,5,2,1.0,0,0,0,0
0,2,2,0.0,0,0,0,0
0,5,2,0.5,1,0,0,0
0,5,2,0.5,1,0,0,0
0,5,2,1.0,0,0,0,0
0,5,2,0.5,1,0,0,0
0,5,2,0.5,1,0,0,0
0,5,2,1.0,0,0,0,0
0,5,2,1.0,0,0,0,0
0,2,2,0.0,0,0,0,0
0,5,2,1.0,1,0,0,0
0,5,2,1.0,1,0,0,0
0,2,2,0.0,0,0,0,0
0,5,2,1.0,0,0,0,0
0,5,2,0.5,0,0,0,0
0,2,2,0.0,0,0,0,0
0,2,2,0.0,0,0,0,0
0,2,2,0.0,0,0,0,0
0,5,2,0.5,0,0,0,0
0,2,2,0.0,0,0,0,0
0,5,2,1.0,0,0,0,0
0,5,2,1.0,0,0,0,0
0,2,2,0.0,0,0,0,0
0,2,2,0.0,0,0,0,0
0,5,2,0.5,1,0,0,0
0,5,2,0.5,1,0,0,0
0,2,2,0.0,0,0,0,0
0,5,2,0.5,1,0,0,0
0,5,2,0.5,1,0,0,0
0,5,2,0.5,1,0,0,0
0,5,2,0.5,0,0,0,0
0,5,2,0.5,1,0,0,0
0,5,2,0.5,0,0,0,0
0,5,2,1.0,0,0,0,0
0,5,2,0.5,0,0,0,0
0,5,2,1.0,0,0,0,0
0,2,2,0.0,0,0,0,0
0,2,2,0.0,0,0,0,0
0,2,2,0.0,0,0,0,0
0,5,2,0.5,1,0,0,0
0,2,2,0.0,0,0,0,0
0,5,2,1.0,0,0,0,0
0,5,2,1.0,1,0,0,0
0,5,2,0.5,1,0,0,0
0,5,2,1.0,0,0,0,0
0,5,2,0.5,1,0,0,0
0,5,2,1.0,0,0,0,0
0,5,2,1.0,0,0,0,0
0,2,2,0.0,0,0,0,0
0,2,2,0.0,0,0,0,0
0,2,2,0.0,0,0,0,0
0,5,2,1.0,1,0,0,0
0,5,2,1.0,0,0,0,0
0,2,2,0.0,0,0,0,0
0,5,2,1.0,0,0,0,0
0,5,2,0.5,1,0,0,0
0,5,2,1.0,0,0,0,0
0,5,2,1.0,0,0,0,0
0,5,2,0.5,1,0,0,0
0,2,2,0.0,0,0,0,0
0,5,2,1.0,1,0,0,0
0,5,2,0.5,1,0,0,0
0,5,2,1.0,0,0,0,0
0,5,2,1.0,0,0,0,0
0,5,2,0.5,1,0,0,0
0,5,2,0.5,1,0,0,0
0,5,2,1.0,0,0,0,0
0,5,2,1.0,0,0,0,0
0,5,2,1.0,0,0,0,0
0,2,2,0.0,0,0,0,0
0,2,2,0.0,0,0,0,0
0,2,2,0.0,0,0,0,0
0,5,2,0.5,1,0,0,0
0,5,2,1.0,0,0,0,0
0,5,2,0.5,1,0,0,0
0,2,2,0.0,0,0,0,0
0,5,2,0.5,1,0,0,0
0,5,2,0.5,0,0,0,0
0,5,2,1.0,0,0,0,0
0,2,2,0.0,0,0,0,0
0,2,2,0.0,0,0,0,0
0,5,2,0.5,0,0,0,0
0,5,2,1.0,0,0,0,0
0,5,2,0.5,1,0,0,0
0,5,2,0.5,1,0,0,0
0,5,2,0.5,0,0,0,0
0,5,2,1.0,0,0,0,0
0,5,2,0.5,1,0,0,0
0,5,2,1.0,1,0,0,0
0,2,2,0.0,0,0,0,0
0,2,2,0.0,0,0,0,0
0,2,2,0.0,0,0,0,0
0,5,2,0.5,0,0,0,0
0,2,2,0.0,0,0,0,0
0,5,2,1.0,0,0,0,0
0,5,2,1.0,0,0,0,0
0,5,2,1.0,0,0,0,0
0,5,2,0.5,1,0,0,0
0,5,2,1.0,0,0,0,0
0,5,2,0.5,1,0,0,0
0,5,2,0.5,0,0,0,0
0,5,2,0.5,1,0,0,0
0,5,2,1.0,0,0,0,0
0,5,2,0.5,1,0,0,0
0,5,2,0.5,0,0,0,0
0,5,2,0.5,1,0,0,0
1,5,2,1.0,0,0,0,0
0,2,2,0.3333333333333333,0,0,0,0
0,5,2,1.0,0,0,0,0
0,5,2,1.0,0,0,0,0
0,5,2,1.0,0,0,0,0
0,5,2,1.0,0,0,0,0
0,5,2,0.5,1,0,0,0
0,5,2,0.5,1,0,0,0
0,5,2,0.5,0,0,0,0
0,5,2,0.5,0,0,0,0
0,2,2,0.0,0,0,0,0
0,2,2,0.0,0,0,0,0
0,5,2,0.5,1,0,0,0
0,5,2,0.5,1,0,0,0
0,5,2,0.5,1,0,0,0
0,2,2,0.0,0,0,0,0
1,5,2,0.5,1,0,0,0
0,5,2,0.5,1,0,0,0
0,5,2,1.0,0,0,0,0
0,5,2,1.0,0,0,0,0
1,5,2,0.5,1,0,0,0
0,5,2,0.5,1,0,0,0
0,5,2,0.5,1,0,0,0
0,2,2,0.0,0,0,0,0
0,2,2,0.0,0,0,0,0
0,5,0,0.0,0,0,0,0
0,2,2,0.0,0,0,0,0
0,5,2,1.0,0,0,0,0
0,5,2,1.0,0,0,0,0
0,5,2,1.0,0,0,0,0
0,2,2,0.0,0,0,0,0
0,2,2,0.0,0,0,0,0
0,5,2,0.5,0,0,0,0
0,5,2,1.0,0,0,0,0
0,2,2,0.0,0,0,0,0
0,5,2,1.0,0,0,0,0
0,2,2,0.0,0,0,0,0
0,5,2,0.5,1,0,0,0
0,5,2,0.5,1,0,0,0
0,2,2,0.0,0,0,0,0
0,5,2,1.0,0,0,0,0
0,5,2,1.0,0,0,0,0
0,5,2,1.0,0,0,0,0
0,4,2,0.0,0,0,0,0
0,5,2,0.5,0,0,0,0
0,4,2,0.0,0,0,0,0
0,5,2,1.0,0,0,0,0
0,5,2,1.0,0,0,0,0
0,3,2,0.0,0,0,0,0
0,5,2,0.5,1,0,0,0
0,5,2,1.0,1,0,0,0
0,5,2,1.0,1,0,0,0
0,5,2,1.0,1,0,0,0
1,5,2,1.0,0,0,0,0
0,5,2,0.5,1,0,0,0
0,5,2,0.5,1,0,0,0
0,5,2,0.5,1,0,0,0
0,5,2,1.0,0,0,0,0
0,5,2,0.5,0,0,0,0
0,2,2,0.0,0,0,0,0
0,2,2,0.0,0,0,0,0
0,2,2,0.0,0,0,0,0
0,2,2,0.0,0,0,0,0
1,2,2,0.0,0,0,0,0
0,5,2,1.0,0,0,0,0
0,5,2,0.5,0,0,0,0
0,5,2,0.5,1,0,0,0
0,2,2,0.0,0,0,0,0
0,5,2,1.0,0,0,0,0
1,2,2,0.0,0,0,0,0
0,5,2,1.0,0,0,0,0
1,5,2,0.5,1,0,0,0
0,5,2,0.5,1,0,0,0
0,4,2,0.0,0,0,0,0
0,5,2,1.0,0,0,0,0
0,2,2,0.0,0,0,0,0
0,2,2,0.0,0,0,0,0
0,5,2,1.0,0,0,0,0
0,5,2,1.0,0,0,0,0
0,4,2,0.0,0,0,0,0
1,5,2,1.0,1,0,0,0
0,2,2,0.0,0,0,0,0
0,2,2,0.0,0,0,0,0
0,2,2,0.0,0,0,0,0
0,2,2,0.0,0,0,0,0
0,2,2,0.0,0,0,0,0
0,2,2,0.0,0,0,0,0
1,5,2,0.5,1,0,0,0
0,2,2,0.0,0,0,0,0
0,2,2,0.0,0,0,0,0
0,2,2,0.0,0,0,0,0
0,5,2,1.0,0,0,0,0
0,5,2,1.0,0,0,0,0
0,5,2,0.5,1,0,0,0
0,5,2,1.0,0,0,0,0
0,2,2,0.0,0,0,0,0
0,2,2,0.0,0,0,0,0
0,5,2,1.0,0,0,0,0
0,5,2,1.0,0,0,0,0
0,5,2,1.0,0,0,0,0
1,5,2,1.0,0,0,0,0
0,2,2,0.0,0,0,0,0
0,5,2,1.0,0,0,0,0
0,5,2,1.0,0,0,0,0
0,5,2,0.5,1,0,0,0
0,2,2,0.0,0,0,0,0
0,2,2,0.0,0,0,0,0
1,5,2,1.0,1,0,0,0
0,2,2,0.0,0,0,0,0
0,2,2,0.0,0,0,0,0
0,5,2,1.0,0,0,0,0
0,5,2,1.0,0,0,0,0
0,5,2,0.5,1,0,0,0
0,5,2,1.0,0,0,0,0
0,2,2,0.3333333333333333,0,0,0,0
0,5,2,0.5,1,0,0,0
0,5,2,0.5,1,0,0,0
0,5,2,1.0,0,0,0,0
0,5,2,0.5,1,0,0,0
0,2,2,0.0,0,0,0,0
0,2,2,0.0,0,0,0,0
0,5,2,1.0,0,0,0,0
0,5,2,0.5,0,0,0,0
0,5,2,0.5,1,0,0,0
0,5,2,1.0,0,0,0,0
0,2,2,0.0,0,0,0,0
0,5,2,0.5,1,0,0,0
0,2,2,0.0,0,0,0,0
0,5,2,0.5,1,0,0,0
0,5,2,1.0,0,0,0,0
0,4,2,0.0,0,0,0,0
0,2,2,0.0,0,0,0,0
0,5,2,0.5,1,0,0,0
0,5,2,1.0,0,0,0,0
0,5,2,1.0,0,0,0,0
0,5,2,1.0,0,0,0,0
0,2,2,0.0,0,0,0,0
0,5,2,1.0,0,0,0,0
0,5,2,1.0,0,0,0,0
0,5,2,0.5,0,0,0,0
0,5,2,1.0,0,0,0,0
0,5,2,1.0,0,0,0,0
0,2,2,0.0,0,0,0,0
0,5,2,0.5,1,0,0,0
0,5,2,1.0,0,0,0,0
0,5,2,0.5,1,0,0,0
0,5,2,1.0,0,0,0,0
0,2,2,0.0,0,0,0,0
0,2,2,0.0,0,0,0,0
0,2,2,0.0,0,0,0,0
0,5,2,1.0,0,0,0,0
0,4,2,0.5,0,0,0,0
0,5,2,1.0,0,0,0,0
0,5,2,1.0,0,0,0,0
1,2,2,0.0,0,0,0,0
0,5,2,0.5,0,0,0,0
0,2,2,0.0,0,0,0,0
0,2,2,0.3333333333333333,0,0,0,0
0,5,2,1.0,0,0,0,0
0,5,2,0.5,1,0,0,0
0,5,2,1.0,0,0,0,0
0,5,2,0.5,1,0,0,0
0,5,2,1.0,0,0,0,0
0,5,2,1.0,0,0,0,0
0,4,2,0.5,0,0,0,0
0,2,2,0.0,0,0,0,0
0,4,2,0.5,0,0,0,0
0,5,2,1.0,0,0,0,0
0,2,2,0.0,0,0,0,0
0,5,2,1.0,0,0,0,0
0,5,2,1.0,0,0,0,0
0,2,2,0.0,0,0,0,0
0,2,2,0.0,0,0,0,0
0,2,2,0.3333333333333333,0,0,0,0
0,2,2,0.0,0,0,0,0
0,2,2,0.0,0,0,0,0
0,4,2,0.5,0,0,0,0
0,5,2,1.0,0,0,0,0
0,2,2,0.0,0,0,0,0
0,5,2,0.5,1,0,0,0
0,5,2,1.0,0,0,0,0
0,5,2,1.0,0,0,0,0
0,2,2,0.0,0,0,0,0
0,2,2,0.0,0,0,0,0
0,5,2,1.0,0,0,0,0
0,5,2,1.0,0,0,0,0
0,5,2,1.0,0,0,0,0
0,2,2,0.0,0,0,0,0
0,2,2,0.0,0,0,0,0
0,4,2,0.0,0,0,0,0
0,5,2,0.5,1,0,0,0
0,5,2,1.0,0,0,0,0
0,5,2,0.5,1,0,0,0
0,5,2,1.0,0,0,0,0
0,5,2,1.0,0,0,0,0
0,5,2,1.0,0,0,0,0
0,5,2,0.5,1,0,0,0
0,5,2,0.5,0,0,0,0
0,5,2,1.0,0,0,0,0
0,2,2,0.0,0,0,0,0
0,5,2,1.0,0,0,0,0
0,5,2,1.0,0,0,0,0
0,2,2,0.0,0,0,0,0
0,5,2,0.5,1,0,0,0
0,5,2,0.5,1,0,0,0
0,5,2,1.0,0,0,0,0
0,2,2,0.3333333333333333,0,0,0,0
0,5,2,0.5,0,0,0,0
0,5,2,0.5,0,0,0,0
0,5,2,1.0,0,0,0,0
0,2,2,0.0,0,0,0,0
0,5,2,1.0,0,0,0,0
0,2,2,0.0,0,0,0,0
0,5,2,1.0,0,0,0,0
0,2,2,0.0,0,0,0,0
0,2,2,0.0,0,0,0,0
0,5,2,0.0,0,0,0,0
0,5,2,1.0,0,0,0,0
0,5,2,1.0,0,0,0,0
0,4,2,0.0,0,0,0,0
0,5,2,0.5,0,0,0,0
0,5,2,1.0,0,0,0,0
0,5,2,0.5,1,0,0,0
0,5,2,0.5,0,0,0,0
0,5,2,0.5,1,0,0,0
0,5,2,1.0,0,0,0,0
0,5,2,1.0,0,0,0,0
0,5,2,1.0,0,0,0,0
0,2,2,0.0,0,0,0,0
0,5,2,0.5,0,0,0,0
0,2,2,0.0,0,0,0,0
0,5,2,1.0,0,0,0,0
0,5,2,0.5,1,0,0,0
0,2,2,0.0,0,0,0,0
0,4,2,0.0,0,0,0,0
0,2,2,0.0,0,0,0,0
0,5,2,1.0,0,0,0,0
0,5,2,0.5,0,0,0,0
0,5,2,1.0,0,0,0,0
0,5,2,0.5,1,0,0,0
0,5,2,1.0,0,0,0,0
0,5,2,1.0,0,0,0,0
0,5,2,1.0,0,0,0,0
0,5,2,0.5,1,0,0,0
0,5,2,0.5,1,0,0,0
0,5,2,1.0,0,0,0,0
0,5,2,0.5,1,0,0,0
0,5,2,0.5,1,0,0,0
0,5,0,0.0,0,0,0,0
0,5,2,0.5,1,0,0,0
0,2,2,0.0,0,0,0,0
0,5,2,0.0,0,0,0,0
0,5,2,1.0,0,0,0,0
0,5,2,1.0,0,0,0,0
0,5,2,0.5,1,0,0,0
0,5,2,1.0,0,0,0,0
0,2,2,0.0,0,0,0,0
0,2,2,0.0,0,0,0,0
0,5,2,1.0,0,0,0,0
0,5,2,1.0,0,0,0,0
0,2,2,0.0,0,0,0,0
0,2,2,0.0,0,0,0,0
0,2,2,0.0,0,0,0,0
0,2,2,0.0,0,0,0,0
0,5,2,0.5,0,0,0,0
0,5,2,1.0,0,0,0,0
0,2,2,0.0,0,0,0,0
0,3,2,1.0,0,0,0,0
0,3,2,1.0,0,0,0,0
0,5,2,0.5,1,0,0,0
0,5,2,1.0,0,0,0,0
0,5,2,0.5,1,0,0,0
0,5,2,1.0,0,0,0,0
0,2,2,0.0,0,0,0,0
0,2,2,0.0,0,0,0,0
0,4,2,0.0,1,0,0,0
0,5,2,0.0,0,0,0,0
0,5,2,0.0,0,0,0,0
0,5,2,0.5,1,0,0,0
0,1,2,0.0,0,0,0,0
0,1,2,0.0,0,0,0,0
0,5,2,0.5,1,0,0,0
0,4,0,0.0,0,0,0,0
0,5,2,0.5,1,0,0,0
0,8,2,0.5,0,0,0,0
0,5,2,0.5,1,0,0,0
0,5,2,0.5,1,0,0,0
0,8,2,0.5,0,0,0,0
0,2,2,0.0,0,0,0,0
0,2,2,0.0,0,0,0,0
1,2,2,0.0,0,0,0,0
0,2,2,0.3333333333333333,0,0,0,0
